,No-show
80126,0
17118,0
4018,0
32099,1
89521,0
80988,1
5684,0
18948,0
58084,0
57099,1
64127,0
18878,0
25486,0
86455,0
46119,1
16850,1
25040,0
2843,0
63866,0
33105,1
25798,0
45977,0
5895,0
52345,0
24141,1
37204,0
79486,0
10584,0
55311,0
73128,1
45204,0
76019,1
83993,0
54870,1
92664,0
37332,1
12392,1
3795,1
49419,0
22427,0
55104,1
30812,0
79482,1
81223,1
49075,0
16331,0
41996,0
67907,0
30467,0
103487,0
52434,1
53599,0
24801,0
107322,0
58244,0
104370,0
80772,0
109722,0
73809,0
13191,1
98137,1
12954,0
93667,0
38253,0
84331,0
25793,0
22166,0
5186,0
51147,0
67295,1
11543,1
109798,0
20067,0
97478,0
27742,0
3665,0
22633,0
61069,1
33927,0
29376,0
2262,0
31169,0
81587,1
19462,0
101830,0
57408,1
60311,0
48903,0
75780,0
95204,0
37108,0
42896,1
70671,0
91756,1
67082,1
107865,0
61521,0
14449,0
20753,0
57252,0
96856,0
83089,0
107381,0
11424,0
62717,0
6658,0
100654,0
47163,0
2527,0
85044,0
66998,1
102426,0
12080,0
66452,0
77039,0
91064,1
56792,0
13811,0
54224,1
15849,0
57866,0
75600,0
9597,0
52667,0
16273,0
58013,1
17744,0
109825,0
77471,0
81670,0
94222,0
43265,0
102712,0
65135,0
42112,0
44265,0
38896,0
12310,0
88029,0
67093,0
66145,0
1989,0
15246,0
33677,0
41401,0
79179,0
62900,0
59397,0
105700,0
1182,0
89112,0
100541,0
16565,0
98672,0
35430,0
27139,0
21974,0
3845,1
51635,0
34127,0
17058,0
109728,0
62358,0
35969,0
100334,0
18094,0
105770,0
46598,1
69557,1
70833,0
11854,0
69895,0
104400,0
48631,0
88198,0
68658,0
32622,0
73919,0
2179,0
104485,0
69947,0
25414,0
55247,0
19209,0
53073,0
78268,0
62300,0
81196,1
43518,0
102613,0
9736,0
93679,0
68992,0
41940,0
109364,0
64027,0
7762,0
91168,0
64935,0
91243,0
5494,1
87592,0
70121,0
95291,0
37169,0
42994,1
34000,0
105105,0
107299,0
79008,0
47629,1
13200,0
78793,0
74409,1
14568,0
26937,1
17502,0
2968,0
10902,0
31924,0
34946,0
82772,0
29453,0
58055,0
46757,0
67247,0
2879,0
86912,1
101395,0
71380,0
64423,0
88543,1
43612,0
53914,0
10365,0
57511,0
43626,0
15851,0
28382,0
34342,0
102028,0
63378,0
97942,1
61067,0
105830,0
61095,1
40861,0
1334,1
14531,0
53697,0
856,0
64061,0
75752,1
22405,0
101396,1
81659,0
107919,0
49134,1
82994,0
13898,0
349,0
85130,0
72588,0
18619,0
76865,0
85173,0
94246,0
1171,0
65335,0
1394,0
77942,0
17096,0
84723,1
58767,0
100901,1
35467,0
20248,1
65376,0
53085,1
93770,0
41447,1
61707,0
98751,1
1475,0
87421,0
59775,0
78674,0
12022,0
36251,1
58916,0
109929,0
25989,0
69019,0
64235,0
59466,0
69357,1
24139,0
30707,1
37106,0
65391,0
35283,0
93246,0
37637,0
51921,0
49591,0
75186,1
87727,0
80353,0
57272,0
76414,0
70425,0
24629,0
94331,0
67614,0
64787,1
60339,0
92996,0
86795,0
20898,1
94973,0
51421,0
17578,1
24974,0
87415,0
46015,0
20953,0
38498,0
84344,0
5587,0
53872,0
110054,0
8923,0
101055,1
80756,0
40612,0
19468,1
37042,0
77024,0
5274,0
10746,0
104201,1
24621,0
28614,1
74052,0
43414,0
100672,0
13740,0
94547,1
56026,0
41063,1
109395,0
22457,1
4044,0
39533,0
400,0
30677,0
11861,0
96989,1
43125,0
33262,0
59543,0
81764,0
24365,1
90029,0
65995,0
3717,1
1848,0
58551,0
3317,0
31689,0
20079,1
108298,0
25639,1
19739,1
70119,0
45198,0
102071,0
49242,0
5221,0
51763,0
25655,1
19120,0
61211,0
109767,0
83220,0
13561,0
102250,0
63883,0
7163,1
74207,0
47563,1
24486,0
105129,0
62135,1
39784,1
48095,0
32755,0
36327,0
110209,0
44722,0
95660,0
16380,1
65109,0
14671,0
33762,0
27119,0
90499,0
48637,0
1396,0
62153,0
94499,0
59373,0
94657,1
35887,0
94343,1
56911,1
38664,0
8361,1
80272,1
11248,0
41463,0
9023,0
102771,0
98127,0
8797,0
107981,0
100987,0
88485,1
37527,0
32960,0
50086,0
31631,0
58438,0
69765,1
102667,0
81351,0
31089,0
37321,0
84347,1
109823,0
938,0
25206,0
96521,0
86764,0
9505,1
55910,0
37059,0
28481,0
43166,0
98979,0
5541,0
100016,1
12930,0
70042,0
90532,0
21163,1
102645,0
33697,0
19988,1
61122,0
10614,0
84045,1
61581,0
20407,0
22495,0
85031,1
12461,0
13014,0
88381,1
87135,0
18331,0
80234,0
52470,0
21014,0
87594,0
73380,1
21091,1
23541,0
110202,1
25167,1
44094,0
2178,0
10298,0
4583,0
77833,1
85385,0
1757,1
49691,0
64959,0
3172,1
100402,0
70816,0
54842,1
37791,0
19140,0
39738,1
41369,0
11835,0
24908,0
107062,0
66817,0
73308,0
17897,0
19500,0
102419,1
31593,0
55216,0
62747,0
39030,1
13078,0
1753,0
12136,0
85751,0
98700,0
56882,0
91463,1
27153,0
31906,1
103952,0
63740,0
102746,0
8117,1
21026,0
105236,0
75971,0
3310,1
49290,0
55973,0
23371,0
82717,0
77061,0
104913,1
32490,0
5367,1
86567,0
39295,0
19185,0
63212,1
87702,0
47335,0
17612,0
26240,1
44179,1
63380,0
20890,0
43824,0
39521,0
14884,1
49753,0
16554,0
16262,0
76307,1
66092,0
102650,0
70870,1
99129,0
49597,0
91753,0
89497,0
20838,0
88621,0
51551,0
98032,1
4508,0
70273,1
69256,0
26285,0
101227,0
100083,0
61478,0
1618,0
48744,1
51269,0
78246,0
39701,0
101688,0
41314,1
30370,0
27456,0
43343,0
33213,0
109087,0
96900,0
94653,0
12920,1
102945,0
2367,1
39907,0
9282,1
72260,1
52999,1
99847,0
66089,0
67155,0
71765,0
74076,0
1256,0
41307,0
61645,0
23122,0
68118,0
24193,0
38188,1
77683,0
60720,0
73089,0
34071,1
89037,0
79755,0
99800,0
6586,1
41962,0
11942,1
30702,0
82050,1
53684,1
23885,1
33895,0
36988,0
42413,0
93110,1
20435,0
7988,0
88958,0
46754,1
27799,1
22370,1
21992,0
46258,1
32228,0
39458,0
32977,1
76773,1
11110,0
51986,0
2404,0
44667,0
54705,1
50222,0
75858,0
61414,0
89104,0
47583,1
68779,0
74964,0
46240,0
25572,0
30728,0
93153,0
67035,0
109331,0
88639,0
99970,0
58496,0
49132,0
43308,0
64800,0
73807,0
101363,0
109717,1
61367,0
22242,0
294,0
65721,0
71399,0
15318,0
893,1
14306,0
64057,0
53795,0
36690,1
79770,0
51944,0
25302,1
34150,0
91702,0
26591,1
107945,0
73796,0
40101,0
99780,1
10827,0
94439,0
38154,0
106630,1
22793,0
108051,0
12223,0
93157,1
74265,0
59607,0
5997,0
55274,0
102568,0
5264,0
65331,0
89595,0
1126,0
21061,0
101780,0
81245,1
35394,0
3991,0
46605,0
99407,0
44647,0
66014,0
55291,0
70836,0
67898,1
83092,1
42255,0
22782,1
51014,0
22251,0
79104,0
94111,0
102928,0
55961,0
51906,0
7165,0
45867,1
49717,0
51628,0
67145,0
8610,0
88049,1
8747,0
108183,0
45938,0
54063,0
105227,0
87938,0
37460,0
61119,1
72654,0
84854,0
45041,0
42598,0
93286,0
3363,0
1097,0
109886,0
57134,0
85570,0
97899,0
23469,1
26320,0
66522,1
24252,0
68478,1
22719,0
88289,0
17172,0
40522,0
61854,0
86,0
8953,0
60472,0
12469,0
38345,1
34317,0
7767,0
96395,0
45215,0
81866,0
68485,0
85052,0
106220,0
27328,0
42708,0
20581,0
21903,0
74547,1
1834,0
62533,1
16659,0
99427,0
67003,0
41555,0
32153,0
30576,0
44084,1
96077,0
41871,0
103713,0
21008,0
98296,0
49637,1
55118,1
7588,1
3426,0
87731,0
66764,0
91797,0
16926,0
83700,0
44793,0
100742,0
17859,1
79762,0
63814,1
98880,0
105154,0
14629,0
959,0
76837,0
37823,0
55702,0
26140,0
43390,0
11838,1
104706,0
12716,1
10140,0
58447,0
108238,0
108547,0
37561,0
101883,0
47684,0
66932,0
69250,1
68846,1
66865,1
57868,0
81840,1
55998,0
108454,0
97500,0
83427,0
48736,1
101406,0
87233,1
59736,1
70536,0
52459,0
40496,1
66525,0
106706,0
95687,0
80461,1
25880,0
35964,0
87956,0
21879,0
28005,0
82552,0
36489,0
83340,0
87470,1
102837,0
57734,0
60631,0
41743,0
94676,0
76172,0
110169,0
101073,0
73417,0
68662,0
23165,1
89024,0
90260,0
72675,0
75840,0
41021,0
25276,1
2431,0
37093,0
9445,0
33634,0
47846,0
59953,0
54150,0
4399,0
12740,0
41465,0
68690,0
94498,0
9493,0
82090,1
94372,0
55987,0
98865,0
82683,0
106212,0
87595,0
76216,1
96869,0
97955,0
76608,0
101349,0
71065,0
1817,0
67693,0
9642,0
16374,0
26931,0
3319,0
86464,0
8918,0
74721,0
102361,0
64920,0
67153,0
65725,0
674,0
90033,0
63314,1
68974,1
4797,0
70541,1
79226,1
50938,1
39927,0
83223,1
46841,1
58165,0
107001,0
52408,0
62357,0
73309,0
19240,0
37608,0
27620,0
84748,0
54590,0
20583,0
73113,0
76640,0
39317,0
103822,1
77684,0
1574,0
52367,1
50754,1
90782,0
89539,0
57628,0
44628,0
52478,0
71398,0
93187,0
56207,0
68576,0
84147,0
100382,0
87830,0
13651,0
31484,0
103621,1
85523,1
42733,0
47524,0
21920,0
36399,0
27775,1
96203,0
10524,0
74871,0
101258,0
96466,0
36962,0
63094,1
20911,0
67554,0
107325,0
6334,1
81062,0
54993,0
36259,0
11764,0
48172,0
25708,0
72297,0
77078,0
87450,0
3744,0
51298,0
80029,0
47074,0
7240,0
87146,0
53404,0
30455,1
24090,0
81198,1
92680,1
46352,0
77623,0
79534,1
55767,0
40923,1
30187,0
16739,0
53698,1
55789,0
557,0
77052,0
97277,1
5622,0
78184,0
84716,1
5216,0
97440,1
41671,0
61940,0
19403,0
55933,0
17497,0
98318,0
58151,0
59490,0
8053,1
104375,0
87679,0
73848,0
54197,0
45665,1
29981,0
89450,1
19203,1
51013,0
27955,0
25552,0
94695,1
50044,1
58187,0
12703,0
67726,1
6221,0
58907,0
16233,0
103787,0
56561,0
25825,0
15121,1
73234,0
42211,1
85818,0
52399,0
37475,0
40435,0
4769,0
72161,0
59380,0
61775,0
36678,1
61990,0
36644,0
68282,0
77233,0
93496,0
54943,0
1403,0
71570,0
72185,0
25872,0
72073,1
65948,0
16003,1
99981,0
15091,0
83460,1
21838,0
91402,0
54026,0
53819,0
33419,0
68897,1
105387,0
78810,0
93260,0
89904,0
33929,0
33953,0
49836,1
76253,1
12604,0
91464,0
108418,1
44223,0
101086,0
56390,1
93080,0
69845,0
106616,0
109952,0
21408,0
49250,1
98888,0
81201,1
97271,0
5722,0
56817,0
36500,0
89458,1
84803,0
54252,1
10679,0
8277,0
79709,1
18378,0
45872,0
29824,0
91026,0
98634,0
74496,0
19879,0
70327,0
64220,0
77600,0
110032,0
52779,0
65451,0
53126,0
85843,1
79051,0
81792,0
51514,0
54701,0
68887,0
32585,0
73654,0
75368,1
5060,0
19346,0
16185,0
106973,0
2764,0
18503,0
101051,0
31023,1
106776,0
14401,0
88694,1
44775,1
68669,0
82757,0
28924,1
84337,0
42503,0
30737,0
3713,0
16705,0
83408,1
54304,0
72383,0
13777,0
105970,0
73605,0
67909,0
58497,0
87867,1
45080,0
26586,1
58102,0
65367,0
34501,1
18711,0
1662,0
54687,0
6798,0
28170,0
86532,0
38842,0
56061,0
82692,0
2776,0
55392,1
42797,1
9811,0
91708,0
80520,0
10117,1
48581,0
25150,1
69631,0
5466,0
32533,0
75374,0
26767,1
23358,0
106631,0
86630,1
41190,0
65413,0
21558,0
21987,0
22987,1
9024,0
25409,0
34890,0
61279,0
2607,0
40112,0
8596,1
86505,0
1447,0
106459,0
93722,1
84192,0
66125,0
29243,0
28621,0
83409,0
94949,0
41809,0
50949,1
27926,0
74975,0
26909,0
65634,1
28302,0
96953,0
40987,1
7267,0
47181,1
44838,0
32657,0
34239,0
80509,0
14174,0
51374,0
90592,0
98292,0
41845,0
7986,0
53,0
5316,0
107242,0
28321,0
85440,1
10592,0
18996,0
108269,0
49659,0
25385,0
24667,0
10854,0
76355,1
71483,0
94859,0
89728,0
32518,0
95064,0
78654,0
106292,0
11033,0
69429,1
55675,0
51761,0
44857,0
80469,1
39149,0
36292,1
55225,1
71594,1
61506,0
91803,0
3316,0
51753,0
44477,0
1387,0
77251,0
40319,1
109078,0
26038,0
88707,0
92282,0
97523,0
56370,0
43030,0
35830,0
74961,0
8376,1
87073,1
71272,0
102494,0
50814,0
41262,0
31163,0
100055,0
5265,0
43841,0
100072,1
108450,0
76367,0
87538,0
65611,1
24593,0
95781,0
72162,0
107192,0
57526,0
90556,0
35517,0
58809,1
100197,0
20976,1
66156,0
54269,0
9499,1
88206,0
102838,1
89003,0
36622,0
40372,1
7365,0
63065,0
54278,0
24011,0
27715,1
48712,0
103213,0
53983,0
76181,0
93916,0
81465,0
49019,0
56326,0
104080,1
18329,0
41442,0
18667,1
66992,1
71101,0
8038,1
16480,0
93082,0
77588,0
109000,0
46891,0
65799,0
47004,0
110335,0
99085,0
25003,0
83649,0
39398,0
61433,1
88375,0
102584,1
20711,0
50451,0
94189,0
17540,0
63846,0
55538,0
79161,0
17431,0
95031,0
38574,0
66516,0
34474,0
70564,0
48403,0
13646,0
75821,0
23146,0
60527,0
79330,0
5401,0
71205,0
48217,1
74281,0
44625,0
94902,0
17906,1
26035,1
101495,1
30164,0
78982,0
66028,0
96578,0
108528,0
40096,0
30007,0
83742,0
49673,0
47944,0
1823,1
93182,1
27332,0
15019,0
44699,0
29527,1
2275,0
32227,0
86714,0
33946,0
12573,1
30462,1
1772,0
74942,0
14409,1
87617,0
64538,0
13576,1
66347,0
649,0
104183,0
36277,0
84178,1
32812,0
57053,0
72443,0
7453,0
5558,1
46306,1
15698,0
91681,1
12285,1
90077,0
108529,0
73779,0
92891,0
68783,0
9617,1
27904,0
47825,1
44670,0
40330,0
110150,0
20370,1
26465,0
43142,0
89117,1
59058,0
22169,0
97836,0
37662,1
99864,0
47005,1
21144,0
30110,1
81059,0
43615,0
60516,0
85709,0
54193,0
38503,0
66479,1
44804,0
65379,0
64856,0
33911,0
36239,0
25868,1
82622,0
21268,1
96520,0
62494,1
104418,1
62779,1
84312,0
96502,1
77395,0
107965,0
9115,0
27931,0
38937,0
72685,0
50872,1
47959,1
52937,1
75991,0
78588,0
6648,1
82474,1
96537,0
40601,0
28695,0
94453,1
44248,0
30963,0
15692,0
52520,0
14658,0
13016,0
82561,1
24738,0
57702,0
49329,0
45342,0
14853,0
50643,0
56657,0
2028,0
571,1
46896,0
64249,1
38997,0
12046,1
39923,0
60870,0
94142,0
24630,0
104480,0
93716,0
38676,1
34859,0
21661,0
36367,0
28106,0
27488,0
71911,0
57018,0
49906,0
72887,0
64147,0
88450,0
462,0
104979,0
83156,0
75440,1
59420,0
74500,0
97037,1
28488,0
67264,0
35260,0
21485,0
45061,0
74147,1
84980,0
69283,0
89309,0
104369,0
105324,0
102662,0
836,0
36742,0
23544,1
2257,0
90969,1
20083,1
881,0
86026,0
31514,0
31153,1
91508,1
53815,1
23442,0
105318,0
32433,0
102409,1
24489,0
55775,0
55864,0
110182,0
48066,0
64317,0
80888,0
7046,0
4387,0
7074,0
58811,0
79533,0
76715,0
5772,1
64318,1
18573,0
60395,0
5897,0
59667,0
92335,1
45922,0
107889,0
47529,0
16113,0
71313,0
101624,0
14372,0
66889,0
28441,1
110256,0
29643,0
39114,0
102869,1
69908,0
50036,0
73620,0
13929,0
31919,1
5828,0
83895,0
77072,0
19606,0
85920,1
73132,1
21082,0
12224,0
107951,0
40947,0
95457,0
110435,0
71605,0
43221,1
62671,0
27743,0
91565,0
90269,0
39940,0
105926,0
20227,0
25058,0
55149,0
16552,0
44937,1
1239,0
99201,1
9843,0
42760,0
69695,0
93538,0
91007,0
38966,0
107940,0
31454,0
51273,0
102502,0
31427,0
948,1
9211,0
27810,0
59733,0
44649,0
39852,1
85470,0
51164,0
34112,0
80325,0
108472,0
83812,1
8468,0
26375,0
97662,1
98579,0
92993,0
39835,1
34237,1
25956,0
17012,0
19989,0
49886,0
16549,1
103752,0
45679,0
643,0
33764,0
49851,1
53384,0
58512,0
80512,0
17863,0
55534,0
39326,0
60602,0
101979,1
60243,0
59509,0
101081,0
98713,0
32634,0
54980,0
54856,0
62659,0
76306,1
15751,0
78705,1
54436,0
87863,0
79112,0
62306,0
103359,1
3625,0
33244,0
102237,1
54918,1
79057,1
97403,0
11032,0
62416,0
97425,0
42355,1
8702,1
50612,0
11775,0
47920,0
30188,0
93475,1
62859,0
30166,0
14608,0
80374,0
59962,0
2582,0
496,0
31783,0
81819,0
52830,1
52893,1
72229,0
2564,0
39165,0
55220,0
47209,0
51370,1
44708,1
23404,0
103121,0
110215,1
33619,0
45516,0
51637,0
93648,0
17836,1
96012,0
44786,1
92755,0
25361,1
64551,0
33115,1
17646,1
52621,0
92170,0
33020,1
38891,0
3431,0
36719,1
40299,1
57736,0
27275,0
96085,0
44224,1
16516,1
50776,0
47025,0
16071,0
71475,0
96144,0
55549,0
109035,1
40272,0
57411,0
77069,0
101299,0
77393,1
23749,0
50079,0
33779,0
42846,1
89552,0
81814,0
21961,0
8772,0
15918,0
18420,0
70115,0
45151,0
54579,0
52142,0
25806,0
90462,1
94594,0
102791,1
66882,0
63062,0
83143,0
90043,0
19647,0
40181,0
15343,1
60185,0
55065,0
85088,1
79400,1
3859,1
36633,0
22662,0
9631,1
33049,0
109982,0
22862,1
13286,0
100166,1
90395,0
81094,0
98025,1
25203,0
32534,0
58801,0
25780,0
52911,1
56588,0
89048,0
66704,0
58139,0
107464,1
7467,0
12519,0
53607,0
39901,0
26750,0
87618,0
92735,0
1131,0
103987,0
47987,0
67432,0
103974,0
104386,0
47774,0
20726,0
89352,0
63201,0
84578,0
61263,0
107049,1
23517,0
39770,0
58649,0
51872,0
75304,0
3147,0
2453,0
43387,0
75159,0
43296,0
10760,1
9521,0
92641,0
74420,0
90241,1
71279,0
50797,0
7674,0
23728,0
20217,0
72629,0
70497,0
35902,0
92062,0
56343,0
52879,0
17743,0
45611,0
66122,0
88744,1
42181,0
34770,0
52441,1
77756,1
10030,1
19049,0
68239,0
95848,1
81136,0
71229,0
29160,1
87815,0
43979,0
96711,0
86531,0
58058,0
74753,1
57857,0
73686,0
42718,0
56366,0
26970,1
60488,0
60912,0
29324,1
20185,0
23087,0
5204,0
81863,0
106263,0
44516,0
109613,0
3557,0
63374,0
99901,0
50771,0
79788,0
36168,0
34547,0
11182,0
25154,0
67451,0
59551,1
22927,0
11095,0
14718,0
61607,0
13992,1
23840,1
48221,0
56142,0
9317,0
26307,1
27526,1
98079,0
27527,0
104186,0
108178,0
86058,0
51854,0
56293,0
101033,0
47050,0
39879,0
103839,0
76861,0
75781,0
15464,0
46179,1
75504,0
17691,1
11825,0
72777,0
95443,0
83988,0
67198,0
28888,0
27276,0
58931,0
46054,0
62032,1
31716,0
93668,0
8404,0
64575,0
69318,0
88867,0
68504,0
70861,0
24441,0
52726,1
73502,0
18014,0
811,0
90695,0
106002,0
43098,1
94269,0
98490,0
42497,0
87786,1
71978,0
13162,1
4669,1
23815,0
81682,1
6566,0
12909,0
41197,1
90348,0
58591,0
83564,0
5412,0
45259,0
82467,0
11062,0
29290,0
70905,1
109552,0
10016,1
41609,0
82852,0
107100,1
15599,1
85063,0
66800,0
39008,0
96555,0
66751,0
50321,0
107803,0
32835,0
108976,0
90089,1
94553,0
6483,0
11002,0
101052,0
93368,0
50577,0
54440,0
73752,0
61468,0
93144,1
106739,0
76298,1
8099,0
88354,0
29971,0
44148,0
55347,0
74238,0
34059,1
4270,1
59492,0
6700,0
108963,0
55838,0
58704,1
35950,0
96744,0
67611,0
49757,0
84916,1
108308,0
85069,0
80147,0
104039,0
64005,0
25977,0
107501,0
3486,0
56172,0
76146,0
101276,0
59981,0
102404,1
29753,0
63876,1
20904,0
28247,0
53477,1
62085,0
74796,0
28837,0
109915,0
109780,0
106031,0
16614,0
85095,1
107589,0
97848,1
101169,0
53141,0
95713,0
35897,0
5949,0
110351,0
106754,1
59625,0
66805,0
29283,0
103245,1
25508,0
94271,0
58528,0
69611,0
57293,0
46718,0
27059,0
57879,1
46634,0
1379,0
40563,0
57283,0
97715,0
86483,1
79536,0
23426,0
97153,0
81973,1
39331,0
34082,0
9720,1
16774,1
77412,0
76142,0
13937,0
63446,0
108698,0
80047,0
48932,0
29673,0
3433,0
13613,0
40240,0
109398,0
43749,0
46629,0
68366,0
104215,0
22484,0
109217,1
108726,0
45998,0
12478,1
45919,0
71807,0
19335,0
20124,0
25301,0
102831,1
87645,0
18312,1
26192,0
85538,0
95910,0
17239,0
13924,1
97688,1
84081,0
98063,0
16180,0
2437,0
66738,0
4704,0
3545,1
67742,0
36806,0
98554,0
39820,0
8035,1
42958,0
75105,0
5635,0
101063,1
28859,0
90967,0
56764,0
53806,1
41683,0
6161,0
27225,0
71452,0
95951,0
27408,0
5261,0
22608,0
55742,0
78293,0
28182,1
64586,0
85683,0
60122,0
1367,0
20563,0
9870,0
31826,0
24174,0
54430,0
103134,1
31842,0
11086,0
64221,0
58251,0
83480,0
69793,0
11212,0
45475,0
27201,1
81128,1
73504,0
26625,0
49395,0
5960,0
69460,1
84560,0
84733,1
102587,0
26223,0
39781,0
110110,0
95051,0
5531,0
80897,0
54523,0
6199,1
50327,0
28818,0
38599,0
55874,0
75960,1
85122,1
43545,0
52934,0
7970,0
61411,0
66785,0
36178,0
106024,1
50684,0
108069,1
38886,0
66853,0
66645,0
32696,0
52545,1
78407,1
99871,0
63825,0
94333,0
87934,1
13555,0
76549,1
63588,0
97265,0
91345,0
18846,1
13415,0
69258,0
52829,1
25968,0
33114,0
52568,1
15913,0
57957,0
97155,0
43687,0
27714,1
3381,0
81193,0
20524,0
14813,0
93646,0
94761,0
63238,1
98753,1
99463,0
65601,0
4580,0
29223,0
100583,0
176,0
6074,1
43942,0
48078,0
34743,1
25767,0
68258,0
99507,0
99793,0
32816,1
74932,0
69433,1
10394,1
666,0
50477,0
83662,0
83200,1
42031,1
10829,0
87539,0
5019,0
84593,0
15271,0
39092,0
67414,1
95528,1
87242,1
44499,0
67389,1
74538,0
26426,0
97557,0
105096,0
67808,0
106582,0
75865,0
99921,0
62148,0
58493,0
7929,0
49162,0
16204,0
54163,1
68538,0
39742,0
2052,0
21378,0
91039,0
83183,0
27523,0
54358,0
88704,1
51431,0
81058,1
106554,1
72716,0
23095,0
37514,0
83760,0
76543,1
28548,1
53950,0
89599,1
2226,0
102437,1
100108,0
32407,1
92769,0
88630,0
63248,1
87358,0
48990,0
75371,1
106158,1
32938,1
13495,0
39652,0
100119,0
28847,0
68532,0
90165,0
48118,0
4972,0
73487,0
23646,0
56883,0
11201,0
27302,1
84186,0
33656,0
52527,0
7846,0
38114,0
49640,0
82438,0
74079,1
107696,0
87917,0
58663,1
37032,1
87889,0
28192,0
47908,0
82850,1
55042,1
7139,0
3588,1
87894,1
52291,0
12836,0
88455,0
82838,1
478,1
27848,0
384,0
48229,0
101328,0
56053,0
52868,0
65593,1
29122,0
47365,1
22527,0
39666,0
55401,0
21133,1
61112,0
21310,0
11986,1
87976,0
340,0
59240,1
18238,0
43034,0
49778,0
36132,0
37668,0
6395,1
54357,0
1177,0
75786,0
21374,0
23657,0
30708,0
42494,0
34180,0
53241,0
21069,0
4607,0
85030,0
108885,1
49605,1
35896,0
81876,0
85426,0
65976,0
84582,0
106880,0
12999,0
73295,0
88518,0
105003,0
90908,1
67784,0
108035,0
37,0
29517,0
36136,0
61289,0
9892,1
38761,0
61099,0
32837,0
23048,0
98269,0
91700,0
40259,0
85103,0
32129,1
7609,0
12797,1
106920,0
70873,0
59898,1
105019,0
6266,0
41399,0
34753,0
5461,0
48132,0
76394,0
52761,0
53004,0
39079,0
85430,1
81573,1
95013,0
79978,0
54607,0
97505,1
2094,0
53541,0
105922,0
102969,0
36041,0
2956,0
71032,0
28913,0
19433,0
51063,1
16369,1
56014,0
45379,0
102307,1
105711,0
13580,0
31306,0
7003,0
20481,1
15523,0
50464,0
79333,0
60232,1
34233,0
60630,0
100928,0
18787,0
70328,0
34242,0
99650,0
27606,0
65734,1
59994,0
9783,1
19081,0
17386,0
49373,0
23726,0
52804,1
57912,1
108326,0
20578,0
60566,0
95917,0
39536,0
61318,0
53596,0
12684,0
96556,0
81076,0
69057,0
40346,0
21179,0
109995,0
95905,0
59439,1
66436,0
76370,1
81350,0
14503,1
87511,0
99788,0
25202,0
31768,0
60120,0
62248,0
20230,0
43988,1
83310,0
58222,0
91925,0
72090,0
12445,0
58195,0
97951,1
27057,0
83639,0
13577,0
44910,0
78241,0
92343,1
95734,0
84115,0
53947,0
64945,0
11576,1
93238,0
38884,0
25236,1
56239,0
48408,0
54041,0
76315,0
97062,0
45376,0
49171,0
102132,1
69569,0
30032,0
4247,0
47720,0
51332,1
13258,0
52641,0
9786,0
10410,0
47099,0
30750,0
1819,0
59798,0
39868,1
75315,0
38293,1
21098,1
52525,0
55607,0
58958,0
46489,1
102077,0
19895,0
104938,0
108675,0
83100,0
15253,0
101961,0
28179,0
7091,1
49918,0
36660,0
73645,1
22934,0
102806,1
5859,0
103042,0
13908,0
58466,0
98459,0
43223,1
10230,1
62903,1
75338,0
77154,0
108801,0
1941,0
96720,1
100851,0
103524,1
101245,0
19568,0
60921,0
31012,0
104716,0
63405,0
106041,0
37180,0
3236,0
34010,0
43285,0
49356,0
51641,0
572,0
53897,0
103409,0
102220,1
30887,0
43266,0
9544,1
42859,0
54138,0
33176,0
47174,0
60522,0
61639,0
11873,0
126,0
67293,1
77886,1
21981,0
38538,0
100568,0
66472,0
72533,1
94153,0
7313,0
12279,0
31755,0
86905,0
12682,0
70074,0
50100,0
108811,0
63278,0
57115,0
7343,0
100861,1
61586,0
11525,0
101565,0
12902,1
80496,1
11962,0
40985,1
72987,0
59714,1
29868,0
104189,0
45592,0
31196,0
72446,0
55640,0
25492,0
64093,0
22425,0
45793,0
8860,0
14267,0
68952,1
84714,1
40194,0
48110,0
108228,0
105243,0
108663,0
28755,0
44549,0
84541,0
74236,0
93563,0
67564,0
63466,0
60541,0
66551,0
107699,0
105787,0
18371,0
97608,0
54940,0
13682,0
70718,0
87156,0
102796,1
65316,1
103562,0
85513,0
54011,0
24522,0
34500,1
65173,0
102083,0
49822,0
90828,0
14681,1
46864,0
8233,0
109754,0
97551,1
5561,1
70728,0
43145,0
27292,0
41174,0
75032,0
92286,0
32601,0
89431,0
62816,0
92857,0
69894,0
10522,0
58450,0
93277,0
87670,0
27973,0
71958,1
2872,1
24802,0
44458,0
29095,0
5218,0
74609,1
49590,0
75524,0
99906,0
86945,0
62233,0
13878,0
99693,0
60191,0
108320,1
87491,0
92524,1
92427,0
79303,0
105479,1
34795,0
71336,1
36947,0
1354,0
73824,0
29924,0
54344,0
97126,1
108379,0
68503,0
16312,1
19283,0
6275,0
48588,1
98623,0
4902,0
20820,0
86929,0
84817,0
50721,1
33957,1
97520,0
25858,1
70895,0
47915,0
52501,0
16164,0
32149,0
100689,0
77194,0
72931,1
28789,1
2739,0
99257,0
73579,1
29274,0
38527,1
77429,0
90533,1
4377,0
49121,0
68364,0
14926,0
66098,0
57420,0
14131,0
47634,0
64777,0
79912,0
20096,0
58118,0
70538,1
97006,0
14878,0
73719,0
77914,0
14666,1
105411,1
110337,0
55953,0
50143,0
7045,0
85054,0
91265,1
21152,0
21584,0
55871,1
20849,0
28351,0
56078,0
31003,0
49643,0
41161,0
11045,0
13851,1
91903,0
10248,1
